Age,Mean
"8–11 years",2.6
"12–15 years",3
"16–19 years",3.3
"20–39 years",3.4
"40–59 years",3.4
"60–79 years",3.3
"80 years and older",3.1
"20 years and older (crude)",3.4
"20 years and older (age adjusted)",3.4
