Age,Mean
"All ages",166
"2–11 months",1
"1–2 years",8
"3–5 years",13
"6–11 years",23
"12–15 years",50
"16–19 years",70
"20–29 years",151
"30–39 years",242
"40–49 years",252
"50–59 years",294
"60–69 years",213
"70–79 years",166
"80 years and over",146
