Age,Mean
"All ages",193
"2–11 months",1
"1–2 years",8
"3–5 years",14
"6–11 years",26
"12–15 years",56
"16–19 years",84
"20–29 years",192
"30–39 years",265
"40–49 years",306
"50–59 years",337
"60–69 years",259
"70–79 years",192
"80 years and over",146
