Age,Mean
"8–11 years",276.81
"12–15 years",490.33
"16–19 years",715.23
"20–29 years",731.32
"30–39 years",713.02
"40–49 years",706.91
"50–59 years",678.84
"60–69 years",671.61
"70–79 years",623.29
"80 years and over",571.87
"20 years and over (age-adjusted)",691.5
