Age,Mean
"8–11 years",285.59
"12–15 years",493.68
"16–19 years",571.01
"20–29 years",583.2
"30–39 years",588.59
"40–49 years",581.2
"50–59 years",540.99
"60–69 years",500.99
"70–79 years",450.87
"80 years and over",392.26
"20 years and over (age-adjusted)",549.08
