Age,"Standard error"
"8–11 years",226.15
"12–15 years",495.21
"16–19 years",446.38
"20–29 years",461.76
"30–39 years",461.88
"40–49 years",426.08
"50–59 years",439.69
"60–69 years",438.41
"70–79 years",417.6
"80 years and over",420.7
