Age,"Standard error"
"8–11 years",270.66
"12–15 years",334.85
"16–19 years",320.77
"20–29 years",307.49
"30–39 years",319.44
"40–49 years",328.86
"50–59 years",329.99
"60–69 years",343.74
"70–79 years",321.86
"80 years and over",318.42
