Age,Median
"All ages",797
"2–11 months",442
"1–2 years",473
"3–5 years",492
"6–11 years",508
"12–15 years",525
"16–19 years",587
"20–29 years",755
"30–39 years",889
"40–49 years",865
"50–59 years",1081
"60–69 years",1344
"70–79 years",1429
"80 years and over",1283
