Age,Mean
"7-17 years (education : head of the household)",110.1
"7-11 years (education : head of the household)",104.1
"12-17 years (education : head of the household)",115.1
"18-74 years",130.7
"18-24 years",124.6
"25-34 years",127.1
"35-44 years",127.9
"45-54 years",135.4
"55-64 years",138.4
"65-74 years",146.1
"Age-adjusted value (18-74 years)",131.7
