Age,Mean
"8–11 years",45.16
"12–15 years",69.93
"16–19 years",80.04
"20–29 years",82.83
"30–39 years",85.17
"40–49 years",84.26
"50–59 years",81.9
"60–69 years",76.25
"70–79 years",67.36
"80 years and over",56.06
"20 years and over (age-adjusted)",80.29
