| Age                | Mean   |
| ------------------ | ------ |
| 8–11               | 45.35  |
| 12–15              | 69.63  |
| 16–19              | 95.96  |
| 20–29              | 103.19 |
| 30–39              | 102.68 |
| 40–49              | 102.93 |
| 50–59              | 100.74 |
| 60–69              | 100.22 |
| 70–79              | 88.86  |
| 80+                | 79.27  |
| 20+ (age-adjusted) | 100.04 |
