Age,Mean
"8–11 years",45.35
"12–15 years",69.63
"16–19 years",95.96
"20–29 years",103.19
"30–39 years",102.68
"40–49 years",102.93
"50–59 years",100.74
"60–69 years",100.22
"70–79 years",88.86
"80 years and over",79.27
"20 years and over (age-adjusted)",100.04
