| Age                | Mean |
| ------------------ | ---- |
| 8–11               | 0.8  |
| 12–15              | 1.1  |
| 16–19              | 1.4  |
| 20–39              | 1.7  |
| 40–59              | 2    |
| 60–79              | 2    |
| 80+                | 1.6  |
| 20+                | 1.9  |
| 20+ (age adjusted) | 1.9  |
