| Age                | Mean   |
| ------------------ | ------ |
| 8–11               | 48.17  |
| 12–15              | 83.72  |
| 16–19              | 121.73 |
| 20–29              | 134.07 |
| 30–39              | 141.12 |
| 40–49              | 147.76 |
| 50–59              | 145.53 |
| 60–69              | 147.58 |
| 70–79              | 138.72 |
| 80+                | 125.89 |
| 20+ (age-adjusted) | 141.7  |
