Age,Mean
"8–11 years",52.12
"12–15 years",91.22
"16–19 years",108.53
"20–29 years",116.86
"30–39 years",124.35
"40–49 years",127.75
"50–59 years",123.27
"60–69 years",117.13
"70–79 years",109.05
"80 years and over",94.89
"20 years and over (age-adjusted)",120.16
