Age,Mean
"8–11 years",48.17
"12–15 years",83.72
"16–19 years",121.73
"20–29 years",134.07
"30–39 years",141.12
"40–49 years",147.76
"50–59 years",145.53
"60–69 years",147.58
"70–79 years",138.72
"80 years and over",125.89
"20 years and over (age-adjusted)",141.7
