| Age                | Mean   |
| ------------------ | ------ |
| 8–11               | 46.84  |
| 12–15              | 71.54  |
| 16–19              | 98.39  |
| 20–29              | 102.03 |
| 30–39              | 98.8   |
| 40–49              | 96.14  |
| 50–59              | 92.29  |
| 60–69              | 90.34  |
| 70–79              | 83.64  |
| 80+                | 76.74  |
| 20+ (age-adjusted) | 94.66  |
