Age,Mean
"8–11 years",46.84
"12–15 years",71.54
"16–19 years",98.39
"20–29 years",102.03
"30–39 years",98.8
"40–49 years",96.14
"50–59 years",92.29
"60–69 years",90.34
"70–79 years",83.64
"80 years and over",76.74
"20 years and over (age-adjusted)",94.66
