| Age   | Standard error |
| ----- | -------------- |
| 8–11  | 7.08           |
| 12–15 | 7.53           |
| 16–19 | 7.43           |
| 20–29 | 7.65           |
| 30–39 | 7.91           |
| 40–49 | 8.16           |
| 50–59 | 8              |
| 60–69 | 8.5            |
| 70–79 | 8.37           |
| 80+   | 8.63           |
