| Age   | Standard error |
| ----- | -------------- |
| 8–11  | 6.86           |
| 12–15 | 10.85          |
| 16–19 | 8.9            |
| 20–29 | 9.32           |
| 30–39 | 9.48           |
| 40–49 | 10.17          |
| 50–59 | 9.89           |
| 60–69 | 11.03          |
| 70–79 | 10.73          |
| 80+   | 10.31          |
