Age,"Standard error"
"8–11 years",6.86
"12–15 years",10.85
"16–19 years",8.9
"20–29 years",9.32
"30–39 years",9.48
"40–49 years",10.17
"50–59 years",9.89
"60–69 years",11.03
"70–79 years",10.73
"80 years and over",10.31
