Age,Mean
"8–11 years",218.85
"12–15 years",394.79
"16–19 years",527.41
"20–29 years",551.91
"30–39 years",544.97
"40–49 years",547.18
"50–59 years",533.04
"60–69 years",525.15
"70–79 years",497.58
"80 years and over",467.26
"20 years and over (age-adjusted)",535.29
