Age,Mean
"8–11 years",227.95
"12–15 years",355.1
"16–19 years",392.7
"20–29 years",399.31
"30–39 years",402.04
"40–49 years",403.35
"50–59 years",383.99
"60–69 years",365.67
"70–79 years",327.79
"80 years and over",287.05
"20 years and over (age-adjusted)",383.78
