| Age                | Mean   |
| ------------------ | ------ |
| 8–11               | 227.95 |
| 12–15              | 355.1  |
| 16–19              | 392.7  |
| 20–29              | 399.31 |
| 30–39              | 402.04 |
| 40–49              | 403.35 |
| 50–59              | 383.99 |
| 60–69              | 365.67 |
| 70–79              | 327.79 |
| 80+                | 287.05 |
| 20+ (age-adjusted) | 383.78 |
