Age,"Standard error"
"7-74 years",0.5
"7-11 years",0.75
"12-17 years",0.61
"18-24 years",0.88
"25-34 years",0.74
"35-44 years",0.97
"45-54 years",1.37
"55-64 years",1.13
"65-74 years",0.59
