Age,Mean
"8–11 years",75.2
"12–15 years",127.36
"16–19 years",147.92
"20–29 years",155.99
"30–39 years",160.61
"40–49 years",162.77
"50–59 years",155.48
"60–69 years",146.17
"70–79 years",132.43
"80 years and over",114.94
"20 years and over (age-adjusted)",153.49
