| Age                | Mean   |
| ------------------ | ------ |
| 8–11               | 75.2   |
| 12–15              | 127.36 |
| 16–19              | 147.92 |
| 20–29              | 155.99 |
| 30–39              | 160.61 |
| 40–49              | 162.77 |
| 50–59              | 155.48 |
| 60–69              | 146.17 |
| 70–79              | 132.43 |
| 80+                | 114.94 |
| 20+ (age-adjusted) | 153.49 |
