Age,"Standard error"
"8–11 years",0.059
"12–15 years",0.07
"16–19 years",0.069
"20–29 years",0.069
"30–39 years",0.07
"40–49 years",0.075
"50–59 years",0.075
"60–69 years",0.073
"70–79 years",0.068
"80 years and over",0.066
