| Age     | Mean  |
| ------- | ----- |
| 0       | 51.4  |
| 0–1m    | 52.04 |
| 1m      | 55.54 |
| 2m      | 58.73 |
| 3m      | 62.09 |
| 4m      | 64.15 |
| 6m      | 66.68 |
| 6m      | 68.49 |
| 7m      | 70.17 |
| 8m      | 71.69 |
| 9m      | 72.52 |
| 10m     | 73.18 |
| 11m     | 74.95 |
| 12m-14m | 77.81 |
| 15m-17m | 80.64 |
| 18m-20m | 83.75 |
| 21m-23m | 86.33 |
| 24m-29m | 89.18 |
| 30m-35m | 93.47 |
