Age,Mean
Birth,51.4
"0–1 month",52.04
"1 month",55.54
"2 months",58.73
"3 months",62.09
"4 months",64.15
"5 months",66.68
"6 months",68.49
"7 months",70.17
"8 months",71.69
"9 months",72.52
"10 months",73.18
"11 months",74.95
"12–14 months",77.81
"15–17 months",80.64
"18–20 months",83.75
"21–23 months",86.33
"24–29 months",89.18
"30–35 months",93.47
