Age,Mean
Birth,50.6
"0–1 month",51.26
"1 month",54.54
"2 months",57.4
"3 months",60.79
"4 months",62.57
"5 months",64.53
"6 months",66.91
"7 months",67.28
"8 months",69.01
"9 months",71.01
"10 months",72
"11 months",73.37
"12–14 months",75.83
"15–17 months",78.64
"18–20 months",81.92
"21–23 months",84.7
"24–29 months",87.97
"30–35 months",92.49
