| Age                | Mean |
| ------------------ | ---- |
| 8–11               | 31.9 |
| 12–15              | 32.5 |
| 16–19              | 34.8 |
| 20–39              | 37.8 |
| 40–59              | 40.5 |
| 60–79              | 42.4 |
| 80+                | 40.4 |
| 20+                | 39.9 |
| 20+ (age adjusted) | 39.8 |
