Age,Mean
"8–11 years",28
"12–15 years",25.2
"16–19 years",22.9
"20–39 years",26.1
"40–59 years",28.6
"60–79 years",30.8
"80 years and older",30.7
"20 years and older (crude)",28
"20 years and older (age adjusted)",28.1
