Age,Mean
"8–11 years",31.9
"12–15 years",32.5
"16–19 years",34.8
"20–39 years",37.8
"40–59 years",40.5
"60–79 years",42.4
"80 years and older",40.4
"20 years and older (crude)",39.9
"20 years and older (age adjusted)",39.8
