Age,Mean
"8–11 years",1.4
"12–15 years",2.6
"16–19 years",3.6
"20–39 years",4
"40–59 years",4
"60–79 years",3.6
"80 years and older",2.9
"20 years and older (crude)",3.9
"20 years and older (age adjusted)",3.9
