| Age               | Median |
| ----------------- | ------ |
| All ages          | 1      |
| 2–11 months       | 0.7    |
| 1–2 years         | 0.6    |
| 3–5 years         | 0.8    |
| 6–11 years        | 0.9    |
| 12–15 years       | 1      |
| 16–19 years       | 1      |
| 20–29 years       | 1      |
| 30–39 years       | 1.1    |
| 40–49 years       | 1.1    |
| 50–59 years       | 1      |
| 60–69 years       | 1      |
| 70–79 years       | 1      |
| 80 years and over | 0.9    |
