Age,Mean
"7-74 years",78.3
"7-11 years",63.2
"12-17 years",70
"18-24 years",77.5
"25-34 years",80.3
"35-44 years",83.7
"45-54 years",87.2
"55-64 years",84.9
"65-74 years",85.3
"Age-adjusted",78.4
