Age,Mean
"7-74 years",76.3
"7-11 years",62.9
"12-17 years",68.7
"18-24 years",70.8
"25-34 years",74.6
"35-44 years",79.5
"45-54 years",82.7
"55-64 years",85.7
"65-74 years",86.3
"Age-adjusted value",75.9
