Age,"Total : Sample size","Total : Mean","Total : Standard error","Total : Median","Poverty income ratio ≤ 1.300 : Sample size","Poverty income ratio ≤ 1.300 : Mean","Poverty income ratio ≤ 1.300 : Standard error","Poverty income ratio ≤ 1.300 : Median","Poverty income ratio > 1.300 : Sample size","Poverty income ratio > 1.300 : Mean","Poverty income ratio > 1.300 : Standard error","Poverty income ratio > 1.300 : Median"
"All ages",29103,104,3.1,24,10696,101,4.6,18,15770,106,3.8,26
"Under 6 years",6871,77,2.7,30,3145,79,3.4,25,3128,77,3.4,33
"6–11 years",3134,95,6.4,27,1446,101,10.6,30,1439,93,8.2,26
"12–19 years",3119,98,6.8,13,1345,106,11.7,13,1469,95,8.1,13
"20–59 years",10940,110,3.8,21,3329,110,8,13,6710,110,4.4,24
"60 years and over",5039,111,6,46,1431,89,4.5,24,3024,116,7.5,52
