Age,"Standard error"
"All ages",46.2
"2–11 months",27.9
"1–2 years",38.3
"3–5 years",62.2
"6–11 years",114.1
"12–15 years",157.9
"16–19 years",137.6
"20–29 years",92
"30–39 years",101.4
"40–49 years",97.9
"50–59 years",143.4
"60–69 years",105.6
"70–79 years",75.5
"80 years and over",63.9
