Age,Mean
"All ages",12.5
"2–11 months",9.7
"1–2 years",12
"3–5 years",12.2
"6–11 years",12.6
"12–15 years",12.6
"16–19 years",12.7
"20–29 years",12.4
"30–39 years",12.9
"40–49 years",12.9
"50–59 years",12.6
"60–69 years",12.2
"70–79 years",12.2
"80 years and over",11.9
