Age,Mean
"All ages",24.3
"2–11 months",8.5
"1–2 years",19.6
"3–5 years",24.3
"6–11 years",26.3
"12–15 years",33.9
"16–19 years",33
"20–29 years",31
"30–39 years",24.5
"40–49 years",22
"50–59 years",18.8
"60–69 years",18.8
"70–79 years",16.9
"80 years and over",17.9
