Age,"Total : Sample size","Total : Mean","Total : Standard error","Total : Median","Poverty income ratio ≤ 1.300 : Sample size","Poverty income ratio ≤ 1.300 : Mean","Poverty income ratio ≤ 1.300 : Standard error","Poverty income ratio ≤ 1.300 : Median","Poverty income ratio > 1.300 : Sample size","Poverty income ratio > 1.300 : Mean","Poverty income ratio > 1.300 : Standard error","Poverty income ratio > 1.300 : Median"
"All ages",13923,1.9,0.03,1.4,4929,1.5,0.05,1.1,7770,2,0.04,1.5
"Under 6 years",3410,1,0.03,0.8,1564,1,0.04,0.8,1548,1,0.04,0.9
"6–11 years",1581,1.2,0.06,1,713,1.2,0.06,1,746,1.3,0.07,1
"12–19 years",1462,1.5,0.06,1,634,1.2,0.08,0.9,674,1.6,0.09,1
"20–59 years",5019,2.2,0.04,1.7,1390,2,0.1,1.3,3226,2.2,0.05,1.8
"60 years and over",2451,2.1,0.05,1.7,628,1.6,0.09,1.1,1576,2.2,0.05,1.8
