Age,Mean
"8–11 years",2.8
"12–15 years",3.1
"16–19 years",3.2
"20–39 years",3.3
"40–59 years",3.3
"60–79 years",3.2
"80 years and older",3
"20 years and older (crude)",3.3
"20 years and older (age adjusted)",3.3
