Age,Mean
"8–11 years",2.9
"12–15 years",3.4
"16–19 years",3.7
"20–39 years",3.9
"40–59 years",3.9
"60–79 years",3.8
"80 years and older",3.6
"20 years and older (crude)",3.9
"20 years and older (age adjusted)",3.9
