| Age                | Mean |
| ------------------ | ---- |
| 8–11               | 2.9  |
| 12–15              | 3.4  |
| 16–19              | 3.7  |
| 20–39              | 3.9  |
| 40–59              | 3.9  |
| 60–79              | 3.8  |
| 80+                | 3.6  |
| 20+                | 3.9  |
| 20+ (age adjusted) | 3.9  |
