Age,"Standard error"
"All ages",49.5
"2–11 months",89.2
"1–2 years",64.4
"3–5 years",70
"6–11 years",90.5
"12–15 years",108.7
"16–19 years",181.6
"20–29 years",126.9
"30–39 years",136.2
"40–49 years",121.8
"50–59 years",123.3
"60–69 years",117.4
"70–79 years",139.2
"80 years and over",186.2
