Age,"Standard error"
"All ages",61.1
"2–11 months",109.2
"1–2 years",63
"3–5 years",87.7
"6–11 years",121
"12–15 years",331.6
"16–19 years",212.7
"20–29 years",165.4
"30–39 years",143.4
"40–49 years",132.7
"50–59 years",194.1
"60–69 years",148.9
"70–79 years",176.3
"80 years and over",214.8
