Age,"Standard error"
"7-74 years",0.35
"7-11 years",0.62
"12-17 years",0.63
"18-24 years",0.78
"25-34 years",0.68
"35-44 years",0.66
"45-54 years",0.76
"55-64 years",0.83
"65-74 years",1.09
