| Age         | Standard error |
| ----------- | -------------- |
| 7-74 years  | 0.41           |
| 7-11 years  | 0.87           |
| 12-17 years | 0.64           |
| 18-24 years | 0.68           |
| 25-34 years | 0.38           |
| 35-44 years | 0.54           |
| 45-54 years | 0.79           |
| 55-64 years | 0.94           |
| 65-74 years | 1.18           |
