Age,Mean
"7-17 years (education : head of the household)",67.6
"7-11 years (education : head of the household)",65.4
"12-17 years (education : head of the household)",69.6
"18-74 years",88.6
"18-24 years",75.8
"25-34 years",85.9
"35-44 years",84.4
"45-54 years",91
"55-64 years",90.5
"65-74 years",89.1
"Age-adjusted value (18-74 years)",85.7
