Age,Median
"All ages",12.5
"2–11 months",8.1
"1–2 years",11.8
"3–5 years",12
"6–11 years",12.5
"12–15 years",12.4
"16–19 years",12.7
"20–29 years",12.4
"30–39 years",12.9
"40–49 years",12.9
"50–59 years",12.7
"60–69 years",12.1
"70–79 years",12.1
"80 years and over",12
