Age,Median
"All ages",12.7
"2–11 months",8.1
"1–2 years",11.6
"3–5 years",12.1
"6–11 years",12.5
"12–15 years",12.3
"16–19 years",12.9
"20–29 years",12.7
"30–39 years",13.3
"40–49 years",12.9
"50–59 years",13.2
"60–69 years",12.3
"70–79 years",13
"80 years and over",12.7
