| Age         | Standard error |
| ----------- | -------------- |
| 7-74 years  | 0.55           |
| 7-11 years  | 1.08           |
| 12-17 years | 1.25           |
| 18-24 years | 0.61           |
| 25-34 years | 0.96           |
| 35-44 years | 1.16           |
| 45-54 years | 1.49           |
| 55-64 years | 1.2            |
| 65-74 years | 0.6            |
