Age,Median
"All ages",19.9
"2–11 months",11
"1–2 years",11.5
"3–5 years",15.1
"6–11 years",18
"12–15 years",19.8
"16–19 years",21.5
"20–29 years",22.4
"30–39 years",22.3
"40–49 years",22
"50–59 years",21.3
"60–69 years",19.8
"70–79 years",18
"80 years and over",17.1
