Age,Mean
"All ages",1.4
"2–11 months",0.6
"1–2 years",0.9
"3–5 years",1
"6–11 years",1.2
"12–15 years",1.1
"16–19 years",1.1
"20–29 years",1.3
"30–39 years",1.5
"40–49 years",1.5
"50–59 years",1.7
"60–69 years",1.9
"70–79 years",1.8
"80 years and over",1.7
