| Age   | Mean |
| ----- | ---- |
| 2     | 16.4 |
| 3     | 15.9 |
| 4     | 16   |
| 5     | 15.9 |
| 6     | 16.1 |
| 7     | 16.9 |
| 8     | 17.3 |
| 9     | 18.2 |
| 10    | 18.4 |
| 11    | 19.4 |
| 12    | 20.2 |
| 13    | 21.8 |
| 14    | 22.4 |
| 15    | 21.9 |
| 16    | 23   |
| 17    | 23.3 |
| 18    | 22.9 |
| 19    | 23.7 |
| 20+   | 26.5 |
| 20–29 | 24.3 |
| 30–39 | 26.3 |
| 40–49 | 27   |
| 50–59 | 28.4 |
| 60–69 | 27.6 |
| 70–79 | 26.9 |
| 80+   | 25.2 |
