| Age   | Mean |
| ----- | ---- |
| 2     | 16.5 |
| 3     | 16.1 |
| 4     | 15.9 |
| 5     | 15.9 |
| 6     | 16.3 |
| 7     | 16.5 |
| 8     | 17.3 |
| 9     | 18   |
| 10    | 18.4 |
| 11    | 19.4 |
| 12    | 20.1 |
| 13    | 20.5 |
| 14    | 22.3 |
| 15    | 22.3 |
| 16    | 22.3 |
| 17    | 23.4 |
| 18    | 22.6 |
| 19    | 23.7 |
| 20+   | 26.6 |
| 20–29 | 25.2 |
| 30–39 | 26.5 |
| 40–49 | 27.3 |
| 50–59 | 27.8 |
| 60–69 | 27.3 |
| 70–79 | 26.7 |
| 80+   | 25   |
