| Age                | Mean |
| ------------------ | ---- |
| 8–11               | 34.8 |
| 12–15              | 34.7 |
| 16–19              | 37.3 |
| 20–39              | 40.5 |
| 40–59              | 43.9 |
| 60–79              | 46.9 |
| 80+                | 45   |
| 20+                | 43.3 |
| 20+ (age adjusted) | 43.2 |
