Age,Mean
"8–11 years",30.3
"12–15 years",25.4
"16–19 years",21.5
"20–39 years",23.8
"40–59 years",26.5
"60–79 years",29.8
"80 years and older",30.9
"20 years and older (crude)",26.1
"20 years and older (age adjusted)",26.2
