Age,Mean
"8–11 years",7.3
"12–15 years",10.7
"16–19 years",12
"20–39 years",13
"40–59 years",13.3
"60–79 years",12.4
"80 years and older",10.8
"20 years and older (crude)",12.9
"20 years and older (age adjusted)",12.9
