Age,Mean
"8–11 years",6.9
"12–15 years",11.3
"16–19 years",13.7
"20–39 years",14.4
"40–59 years",14.3
"60–79 years",13.4
"80 years and older",11.8
"20 years and older (crude)",14.1
"20 years and older (age adjusted)",14
