| Age                | Mean |
| ------------------ | ---- |
| 8–11               | 6.9  |
| 12–15              | 11.3 |
| 16–19              | 13.7 |
| 20–39              | 14.4 |
| 40–59              | 14.3 |
| 60–79              | 13.4 |
| 80+                | 11.8 |
| 20+                | 14.1 |
| 20+ (age adjusted) | 14   |
