| Age                | Mean |
| ------------------ | ---- |
| 8–11               | 23.7 |
| 12–15              | 21.8 |
| 16–19              | 21   |
| 20–39              | 26.4 |
| 40–59              | 30.3 |
| 60–79              | 32.7 |
| 80+                | 31.7 |
| 20+                | 29.1 |
| 20+ (age adjusted) | 29.3 |
